Station: Zürich-Kaserne
Urban
Hourly means
MEZ/CET
Source: NABEL
Date/time;O3 [ug/m3];NO2 [ug/m3];SO2 [ug/m3];CO [mg/m3];PM10 [ug/m3];PM2.5 [ug/m3];EC [ug/m3];NMVOC [ppm];NOX [ug/m3 eq. NO2]
01.01.2021 01:00;8.4;42.3;4.6;0.53;142.1;127.1;1.8;0.2;67.7
01.01.2021 02:00;5.6;43.6;6.1;0.52;130.0;121.2;1.8;0.2;55.9
01.01.2021 03:00;10.2;39.1;5.0;0.44;110.1;101.7;1.2;0.1;47.1
01.01.2021 04:00;31.2;24.5;2.2;0.34;47.0;43.1;0.6;0.1;26.5
01.01.2021 05:00;33.7;23.4;1.7;0.32;30.5;28.2;0.5;0.1;24.5
01.01.2021 06:00;33.4;23.8;1.5;0.32;25.0;23.5;0.4;0.1;26.0
01.01.2021 07:00;36.9;18.9;1.1;0.32;12.8;11.5;0.3;0.1;20.6
01.01.2021 08:00;28.4;20.6;0.9;0.34;19.0;17.7;0.4;0.1;23.8
01.01.2021 09:00;26.1;21.7;1.0;0.38;17.9;16.8;0.4;0.1;23.7
01.01.2021 10:00;23.6;24.8;1.3;0.32;14.9;13.8;0.4;0.1;29.7
01.01.2021 11:00;28.6;20.1;1.4;0.33;13.6;12.3;0.3;0.1;26.8
01.01.2021 12:00;35.8;15.2;1.1;0.27;8.9;7.7;0.2;0.0;19.6
01.01.2021 13:00;39.7;12.6;0.9;0.26;7.6;6.4;0.2;0.0;15.9
01.01.2021 14:00;35.7;14.6;0.8;0.27;8.0;6.8;0.2;0.0;18.3
01.01.2021 15:00;33.8;15.7;0.8;0.26;8.6;7.3;0.2;0.0;19.5
01.01.2021 16:00;29.2;18.1;0.9;0.29;8.7;7.4;0.3;0.0;21.7
01.01.2021 17:00;24.9;22.7;0.9;0.31;9.0;7.6;0.4;0.1;26.3
01.01.2021 18:00;27.7;24.4;0.9;0.30;7.2;5.8;0.4;0.1;27.6
01.01.2021 19:00;31.0;20.1;0.8;0.30;8.0;6.6;0.3;0.1;23.3
01.01.2021 20:00;31.9;20.4;0.8;0.31;8.3;6.9;0.3;0.1;22.4
01.01.2021 21:00;26.5;21.5;0.9;0.30;9.5;8.1;0.4;0.1;24.2
01.01.2021 22:00;31.4;18.2;0.7;0.29;8.3;6.6;0.3;0.0;19.5
01.01.2021 23:00;25.9;20.4;0.7;0.29;9.1;7.6;0.3;0.0;21.8
02.01.2021 00:00;27.0;16.1;0.8;0.27;9.9;8.5;0.3;0.0;16.9
02.01.2021 01:00;25.8;16.1;0.8;0.28;9.9;8.6;0.3;0.0;17.0
02.01.2021 02:00;26.9;14.8;0.8;0.27;11.1;9.9;0.3;0.0;16.1
02.01.2021 03:00;27.7;12.6;0.7;0.26;11.9;10.6;0.3;0.0;13.1
02.01.2021 04:00;29.0;11.3;0.7;0.25;12.1;11.0;0.2;0.0;11.6
02.01.2021 05:00;28.4;11.1;0.7;0.25;13.0;11.7;0.2;0.0;11.8
02.01.2021 06:00;25.6;13.2;0.7;0.26;13.2;12.1;0.2;0.0;14.6
02.01.2021 07:00;23.7;13.8;0.8;0.26;13.4;12.1;0.2;0.0;14.7
02.01.2021 08:00;25.0;13.9;0.9;0.26;13.4;12.3;0.2;0.0;14.7
02.01.2021 09:00;25.1;15.0;1.1;0.26;13.4;12.2;0.2;0.0;16.1
02.01.2021 10:00;25.9;15.2;1.0;0.26;13.3;12.2;0.2;0.0;17.0
02.01.2021 11:00;27.6;16.5;1.0;0.26;14.1;12.7;0.3;0.0;18.7
02.01.2021 12:00;27.9;16.9;1.0;0.27;14.0;12.7;0.3;0.0;19.7
02.01.2021 13:00;29.5;17.0;0.9;0.27;13.7;12.4;0.3;0.0;20.4
02.01.2021 14:00;30.4;18.2;0.9;0.26;13.5;11.9;0.3;0.0;21.1
02.01.2021 15:00;32.7;19.1;1.0;0.26;13.1;11.0;0.3;0.0;22.1
02.01.2021 16:00;36.9;16.9;0.9;0.25;11.8;9.9;0.3;0.0;18.6
02.01.2021 17:00;35.3;18.4;0.9;0.26;12.0;10.1;0.3;0.0;20.0
02.01.2021 18:00;34.0;18.5;0.8;0.26;12.3;10.7;0.4;0.0;19.8
02.01.2021 19:00;32.0;19.7;0.9;0.27;13.7;11.7;0.4;0.0;21.3
02.01.2021 20:00;31.7;18.2;0.8;0.28;14.9;13.0;0.4;0.0;19.3
02.01.2021 21:00;32.6;16.3;0.7;0.28;16.9;15.3;0.5;0.0;17.3
02.01.2021 22:00;36.6;14.6;0.7;0.27;17.2;15.5;0.5;0.0;15.8
02.01.2021 23:00;38.8;12.4;0.6;0.27;17.8;16.0;0.5;0.0;12.8
03.01.2021 00:00;36.1;12.9;0.6;0.28;18.9;17.4;0.5;0.0;13.3
03.01.2021 01:00;33.6;13.8;0.7;0.29;20.1;18.5;0.6;0.0;14.7
03.01.2021 02:00;32.0;13.1;0.6;0.29;21.1;19.5;0.6;0.0;13.9
03.01.2021 03:00;28.9;15.8;0.8;0.29;22.0;20.0;0.6;0.0;16.9
03.01.2021 04:00;30.0;14.0;0.7;0.30;21.7;20.1;0.6;0.0;15.7
03.01.2021 05:00;28.6;13.6;0.7;0.30;22.3;20.9;0.6;0.0;15.2
03.01.2021 06:00;27.4;13.6;0.7;0.30;22.8;21.3;0.6;0.0;15.3
03.01.2021 07:00;24.0;15.7;0.8;0.31;23.5;21.8;0.6;0.0;17.8
03.01.2021 08:00;23.3;15.7;0.8;0.31;24.2;22.6;0.6;0.0;17.3
03.01.2021 09:00;21.7;17.6;0.9;0.31;24.9;23.2;0.7;0.0;19.5
03.01.2021 10:00;25.6;13.4;0.8;0.32;24.8;23.0;0.7;0.0;16.4
03.01.2021 11:00;27.2;13.6;0.8;0.31;22.9;20.6;0.6;0.0;17.2
03.01.2021 12:00;26.3;14.2;0.8;0.30;20.1;18.5;0.5;0.0;17.5
03.01.2021 13:00;27.3;14.1;0.8;0.30;19.7;18.0;0.5;0.0;17.6
03.01.2021 14:00;23.0;19.7;1.2;0.31;20.2;18.4;0.5;0.0;25.9
03.01.2021 15:00;22.0;22.2;1.3;0.32;20.1;18.1;0.5;0.0;28.4
03.01.2021 16:00;24.8;20.0;1.0;0.32;19.1;17.3;0.5;0.0;23.8
03.01.2021 17:00;22.2;22.1;0.9;0.33;19.7;17.3;0.5;0.0;26.0
03.01.2021 18:00;19.3;22.4;0.9;0.33;20.1;17.9;0.6;0.0;26.0
03.01.2021 19:00;19.8;21.8;0.9;0.34;18.5;16.9;0.5;0.0;25.5
03.01.2021 20:00;10.9;30.7;1.0;0.36;18.2;16.3;0.6;0.1;37.6
03.01.2021 21:00;12.5;26.9;1.0;0.34;18.5;16.8;0.5;0.1;29.9
03.01.2021 22:00;11.7;28.0;1.0;0.34;18.4;16.7;0.5;0.1;31.8
03.01.2021 23:00;5.2;35.0;1.1;0.38;18.8;16.9;0.6;0.1;44.7
04.01.2021 00:00;3.5;35.0;1.1;0.41;19.4;17.6;0.7;0.1;44.7
04.01.2021 01:00;4.3;31.9;1.1;0.38;19.2;17.5;0.6;0.1;40.5
04.01.2021 02:00;4.5;30.3;1.1;0.41;19.3;17.5;0.6;0.1;43.1
04.01.2021 03:00;2.1;31.4;1.2;0.41;19.0;17.3;0.6;0.1;46.0
04.01.2021 04:00;5.8;25.7;1.0;0.37;19.2;17.7;0.5;0.1;33.0
04.01.2021 05:00;1.9;29.5;1.2;0.40;19.9;17.9;0.6;0.1;43.0
04.01.2021 06:00;4.5;25.6;1.0;0.35;20.5;18.6;0.5;0.1;37.0
04.01.2021 07:00;2.9;27.5;1.1;0.37;21.7;19.8;0.6;0.1;43.8
04.01.2021 08:00;1.0;29.9;1.2;0.40;22.3;20.1;0.7;0.1;55.9
04.01.2021 09:00;1.4;31.7;1.6;0.43;25.2;21.2;0.9;0.1;71.9
04.01.2021 10:00;2.6;31.7;1.5;0.41;23.2;20.6;0.8;0.1;72.2
04.01.2021 11:00;8.3;31.5;1.4;0.38;22.4;19.3;0.7;0.1;56.1
04.01.2021 12:00;26.8;21.8;1.1;0.30;17.7;15.1;0.4;0.0;29.5
04.01.2021 13:00;32.5;15.7;0.9;0.28;16.4;14.2;0.4;0.0;22.2
04.01.2021 14:00;32.6;14.3;0.8;0.28;17.1;15.0;0.4;0.0;18.1
04.01.2021 15:00;32.1;16.0;0.8;0.28;17.1;14.7;0.4;0.0;18.7
04.01.2021 16:00;31.8;16.5;0.7;0.28;16.9;14.8;0.4;0.0;18.9
04.01.2021 17:00;30.8;17.6;0.7;0.29;17.5;15.2;0.4;0.0;19.5
04.01.2021 18:00;31.1;16.9;0.6;0.29;17.6;15.9;0.4;0.0;18.2
04.01.2021 19:00;28.3;18.3;0.7;0.30;19.5;16.9;0.5;0.0;19.5
04.01.2021 20:00;27.0;16.9;0.7;0.31;20.2;17.9;0.5;0.0;17.9
04.01.2021 21:00;24.9;17.7;0.6;0.31;21.9;19.9;0.6;0.0;18.6
04.01.2021 22:00;28.4;15.9;0.6;0.30;21.2;19.7;0.5;0.0;16.4
04.01.2021 23:00;29.7;14.9;0.6;0.30;19.9;18.4;0.5;0.0;15.6
05.01.2021 00:00;26.4;16.6;0.6;0.30;20.8;19.4;0.5;0.0;17.2
05.01.2021 01:00;25.6;16.0;0.7;0.30;21.3;19.8;0.5;0.0;16.6
05.01.2021 02:00;26.5;15.0;0.7;0.29;21.5;20.1;0.5;0.0;15.2
05.01.2021 03:00;26.7;15.5;0.6;0.29;21.6;20.0;0.5;0.0;16.0
05.01.2021 04:00;25.4;16.6;0.7;0.29;23.2;21.4;0.5;0.0;17.5
05.01.2021 05:00;24.2;17.2;0.7;0.30;24.2;22.5;0.5;0.0;19.3
05.01.2021 06:00;24.7;17.1;0.7;0.29;23.7;21.9;0.4;0.0;19.8
05.01.2021 07:00;23.4;20.1;0.8;0.30;21.9;20.2;0.4;0.0;23.9
05.01.2021 08:00;19.9;25.1;0.8;0.31;20.4;18.7;0.4;0.1;30.9
05.01.2021 09:00;20.5;25.9;0.8;0.32;21.3;18.2;0.4;0.1;31.1
05.01.2021 10:00;18.6;26.2;0.8;0.31;22.4;19.1;0.4;0.1;31.0
05.01.2021 11:00;18.4;27.1;1.0;0.31;21.2;17.9;0.4;0.1;33.5
05.01.2021 12:00;19.5;28.3;0.9;0.30;20.4;16.7;0.4;0.1;35.5
05.01.2021 13:00;21.5;25.3;0.9;0.32;20.2;16.9;0.4;0.1;32.3
05.01.2021 14:00;19.6;27.7;1.0;0.32;19.6;16.4;0.4;0.1;35.5
05.01.2021 15:00;17.7;30.2;1.0;0.33;20.2;16.3;0.5;0.1;40.7
05.01.2021 16:00;15.6;33.1;1.0;0.34;19.4;16.1;0.5;0.1;43.6
05.01.2021 17:00;13.4;36.2;1.0;0.35;20.1;15.8;0.5;0.1;46.0
05.01.2021 18:00;12.1;36.7;1.0;0.36;19.4;16.0;0.6;0.1;44.4
05.01.2021 19:00;11.6;37.3;1.0;0.36;18.7;15.8;0.6;0.1;45.6
05.01.2021 20:00;24.3;24.6;0.8;0.31;18.8;16.6;0.4;0.1;27.0
05.01.2021 21:00;29.3;18.3;0.6;0.29;20.2;18.3;0.4;0.0;19.2
05.01.2021 22:00;28.5;19.5;0.7;0.29;20.3;17.9;0.4;0.0;21.6
05.01.2021 23:00;33.0;16.2;0.7;0.29;18.0;16.2;0.3;0.0;17.5
06.01.2021 00:00;34.0;15.5;0.6;0.28;16.1;14.5;0.3;0.0;16.0
06.01.2021 01:00;31.2;18.4;0.7;0.29;15.7;14.0;0.3;0.0;19.6
06.01.2021 02:00;29.2;16.6;0.8;0.30;16.3;14.5;0.3;0.0;18.2
06.01.2021 03:00;28.9;15.4;0.7;0.30;16.4;14.7;0.3;0.0;16.3
06.01.2021 04:00;27.6;17.3;0.7;0.30;16.8;15.0;0.3;0.0;19.1
06.01.2021 05:00;27.0;17.5;0.8;0.31;17.0;15.1;0.3;0.0;19.2
06.01.2021 06:00;25.0;19.8;0.9;0.30;17.4;15.4;0.3;0.0;21.5
06.01.2021 07:00;23.0;20.9;0.9;0.30;17.6;15.9;0.3;0.0;22.1
06.01.2021 08:00;12.8;31.1;0.9;0.32;19.1;17.5;0.4;0.1;33.1
06.01.2021 09:00;9.2;34.4;1.0;0.34;19.9;17.9;0.4;0.1;37.4
06.01.2021 10:00;;;;;20.0;17.9;0.4;;
06.01.2021 11:00;26.7;19.9;;;20.5;17.5;0.3;0.0;27.4
06.01.2021 12:00;30.2;17.7;;0.28;18.6;16.2;0.3;0.3;22.5
06.01.2021 13:00;31.0;17.6;0.2;0.29;18.1;16.2;0.4;0.2;21.6
06.01.2021 14:00;29.8;21.0;0.2;0.30;17.3;15.7;0.3;0.1;26.6
06.01.2021 15:00;32.4;19.2;0.2;0.29;17.4;14.2;0.4;0.1;24.3
06.01.2021 16:00;31.6;21.0;0.2;0.30;14.9;12.5;0.3;0.1;24.0
06.01.2021 17:00;31.7;22.0;0.1;0.30;14.4;12.6;0.3;0.1;23.5
06.01.2021 18:00;33.3;21.6;0.2;0.30;12.9;11.8;0.2;0.1;22.1
06.01.2021 19:00;30.1;22.0;0.2;0.31;13.5;12.1;0.3;0.1;22.6
06.01.2021 20:00;27.4;22.3;0.2;0.31;15.0;13.5;0.3;0.1;22.9
06.01.2021 21:00;25.8;22.2;0.2;0.32;15.9;14.6;0.3;0.1;22.8
06.01.2021 22:00;27.0;20.7;0.9;0.32;17.7;16.4;0.3;0.1;21.4
06.01.2021 23:00;30.0;17.1;0.4;0.31;15.3;14.0;0.2;0.0;17.4
07.01.2021 00:00;31.3;15.0;0.5;0.30;14.7;13.5;0.2;0.0;15.1
07.01.2021 01:00;30.0;14.9;0.4;0.30;15.5;14.3;0.2;0.0;15.3
07.01.2021 02:00;30.9;13.9;0.5;0.30;15.6;14.4;0.2;0.0;13.9
07.01.2021 03:00;31.0;13.2;0.5;0.30;15.3;14.0;0.2;0.0;13.4
07.01.2021 04:00;30.1;13.5;0.5;0.30;14.5;13.3;0.2;0.0;13.9
07.01.2021 05:00;29.8;13.5;0.5;0.30;14.6;13.4;0.2;0.0;13.9
07.01.2021 06:00;26.8;15.8;0.5;0.30;15.0;13.7;0.2;0.0;16.3
07.01.2021 07:00;18.6;22.4;0.5;0.31;15.8;14.3;0.2;0.0;23.8
07.01.2021 08:00;18.7;23.1;0.5;0.31;16.2;14.5;0.2;0.0;24.8
07.01.2021 09:00;14.5;27.3;0.5;0.33;18.8;14.4;0.2;0.1;31.2
07.01.2021 10:00;14.2;26.9;0.6;0.34;18.7;15.5;0.3;0.1;37.2
07.01.2021 11:00;15.6;24.6;0.7;0.34;18.4;15.7;0.3;0.1;35.7
07.01.2021 12:00;18.5;21.5;0.7;0.33;18.0;14.9;0.3;0.1;30.0
07.01.2021 13:00;26.0;20.3;0.9;0.34;17.5;15.1;0.2;0.1;33.1
07.01.2021 14:00;35.6;16.0;0.9;0.32;14.9;12.7;0.2;0.1;23.2
07.01.2021 15:00;32.1;20.5;0.9;0.33;15.6;12.8;0.2;0.1;29.8
07.01.2021 16:00;35.1;20.6;0.8;0.33;16.7;13.6;0.2;0.1;26.4
07.01.2021 17:00;30.1;27.0;0.6;0.34;18.1;15.1;0.2;0.1;31.0
07.01.2021 18:00;17.6;38.7;0.7;0.42;22.0;16.8;0.5;0.1;47.0
07.01.2021 19:00;8.1;46.9;0.9;0.48;22.2;18.7;0.7;0.1;61.7
07.01.2021 20:00;14.9;35.8;0.7;0.40;22.5;19.6;0.6;0.1;41.5
07.01.2021 21:00;20.7;29.1;0.7;0.37;22.4;20.2;0.5;0.1;31.1
07.01.2021 22:00;20.6;28.9;0.8;0.35;19.8;17.8;0.4;0.1;30.2
07.01.2021 23:00;25.7;22.3;0.7;0.33;17.5;16.1;0.3;0.1;22.6
08.01.2021 00:00;21.9;23.8;0.7;0.34;19.8;18.1;0.3;0.1;24.5
08.01.2021 01:00;25.1;21.7;0.8;0.33;17.3;15.5;0.3;0.1;22.3
08.01.2021 02:00;23.3;22.0;0.5;0.33;15.3;13.4;0.3;0.1;22.6
08.01.2021 03:00;26.8;19.9;0.9;0.33;14.0;12.0;0.3;0.0;20.1
08.01.2021 04:00;22.4;22.3;1.7;0.35;18.4;16.6;0.4;0.1;23.1
08.01.2021 05:00;26.9;20.1;1.0;0.33;17.1;15.3;0.3;0.0;20.6
08.01.2021 06:00;32.4;17.5;1.0;0.30;14.5;13.2;0.2;0.0;18.2
08.01.2021 07:00;31.8;20.3;0.7;0.30;13.7;11.7;0.2;0.0;20.9
08.01.2021 08:00;28.5;26.4;0.8;0.29;13.7;11.0;0.2;0.0;27.8
08.01.2021 09:00;20.0;36.3;0.8;0.31;13.1;10.4;0.3;0.1;40.5
08.01.2021 10:00;25.1;34.7;0.8;0.31;12.7;9.9;0.3;0.1;41.5
08.01.2021 11:00;36.4;24.5;0.8;0.29;12.2;9.3;0.2;0.1;29.5
08.01.2021 12:00;43.5;18.1;0.8;0.27;12.2;9.6;0.2;0.0;21.5
08.01.2021 13:00;41.8;18.6;0.8;0.29;12.4;9.7;0.2;0.0;23.1
08.01.2021 14:00;47.2;16.3;0.7;0.26;11.2;9.0;0.2;0.0;20.9
08.01.2021 15:00;45.7;16.3;0.6;0.27;12.1;9.2;0.2;0.0;20.2
08.01.2021 16:00;34.1;25.9;0.6;0.29;14.9;11.1;0.3;0.1;31.7
08.01.2021 17:00;26.4;29.6;0.4;0.31;16.0;11.8;0.3;0.1;35.4
08.01.2021 18:00;22.6;32.9;0.4;0.32;14.3;11.2;0.3;0.1;40.2
08.01.2021 19:00;4.5;51.9;0.9;0.42;17.5;13.1;0.7;0.1;67.1
08.01.2021 20:00;4.0;52.5;0.9;0.44;18.8;13.6;0.8;0.1;77.1
08.01.2021 21:00;2.8;50.8;0.7;0.53;16.3;12.7;0.8;0.1;66.4
08.01.2021 22:00;2.9;48.4;1.1;0.41;18.2;15.2;0.7;0.1;63.6
08.01.2021 23:00;2.9;49.3;1.0;0.47;19.6;16.6;0.9;0.1;77.1
09.01.2021 00:00;2.0;49.7;0.9;0.53;21.3;18.7;1.1;0.1;95.2
09.01.2021 01:00;1.7;48.0;0.8;0.53;22.1;19.1;1.1;0.1;83.8
09.01.2021 02:00;2.0;45.4;0.7;0.46;20.1;17.3;0.8;0.1;64.3
09.01.2021 03:00;1.8;45.6;0.8;0.46;19.5;16.9;0.8;0.1;69.4
09.01.2021 04:00;1.1;43.4;0.8;0.49;18.7;16.7;0.9;0.1;76.7
09.01.2021 05:00;1.1;39.5;0.8;0.52;17.8;16.1;0.9;0.1;74.3
09.01.2021 06:00;1.2;37.3;0.5;0.48;19.0;17.3;0.8;0.1;66.9
09.01.2021 07:00;1.3;36.2;0.5;0.41;19.4;17.4;0.7;0.1;57.5
09.01.2021 08:00;1.4;38.7;0.7;0.42;19.1;16.8;0.7;0.1;59.9
09.01.2021 09:00;8.7;35.3;0.6;0.40;20.3;18.0;0.6;0.1;46.1
09.01.2021 10:00;21.2;24.8;0.3;0.34;19.9;17.8;0.5;0.1;34.1
09.01.2021 11:00;21.2;26.8;0.6;0.36;20.2;17.5;0.6;0.1;43.3
09.01.2021 12:00;30.3;22.0;0.7;0.33;17.3;15.4;0.5;0.1;33.7
09.01.2021 13:00;36.4;18.2;0.8;0.30;16.4;13.7;0.4;0.1;26.8
09.01.2021 14:00;37.2;18.8;0.6;0.30;16.8;13.9;0.4;0.1;26.2
09.01.2021 15:00;40.5;15.8;0.5;0.27;15.8;13.2;0.3;0.0;19.6
09.01.2021 16:00;38.3;16.5;0.5;0.27;14.2;12.2;0.3;0.0;18.6
09.01.2021 17:00;31.0;21.7;0.5;0.28;14.2;11.4;0.3;0.1;24.1
09.01.2021 18:00;26.2;23.7;0.5;0.29;14.9;12.2;0.4;0.0;26.2
09.01.2021 19:00;20.8;25.9;0.4;0.31;16.2;14.1;0.4;0.1;28.7
09.01.2021 20:00;23.5;21.9;0.3;0.30;15.9;14.2;0.4;0.0;23.2
09.01.2021 21:00;23.8;20.5;0.3;0.30;16.1;14.4;0.4;0.0;21.6
09.01.2021 22:00;23.4;20.0;0.3;0.30;16.6;14.9;0.4;0.0;21.4
09.01.2021 23:00;23.8;19.4;0.3;0.29;16.8;15.1;0.4;0.0;20.7
10.01.2021 00:00;25.7;18.7;0.4;0.28;16.6;15.1;0.3;0.0;19.8
10.01.2021 01:00;31.0;14.8;0.4;0.27;15.7;14.4;0.3;0.0;15.4
10.01.2021 02:00;31.8;14.3;0.3;0.26;15.9;14.5;0.3;0.0;14.9
10.01.2021 03:00;33.5;13.7;0.4;0.26;15.5;14.2;0.3;0.0;13.9
10.01.2021 04:00;36.5;13.1;0.3;0.25;14.9;13.7;0.3;0.0;13.8
10.01.2021 05:00;35.9;13.1;0.3;0.25;15.2;14.1;0.2;0.0;13.2
10.01.2021 06:00;37.9;12.5;0.2;0.24;14.6;13.3;0.2;0.0;12.9
10.01.2021 07:00;39.7;11.7;0.3;0.23;13.7;12.5;0.2;0.0;12.2
10.01.2021 08:00;40.7;11.5;0.2;0.23;13.8;12.1;0.2;0.0;11.8
10.01.2021 09:00;43.1;10.2;0.2;0.23;13.4;11.8;0.2;0.0;10.7
10.01.2021 10:00;41.7;10.9;0.2;0.23;14.0;12.5;0.2;0.0;11.6
10.01.2021 11:00;41.7;11.6;0.2;0.24;15.1;13.3;0.3;0.0;13.6
10.01.2021 12:00;42.5;11.5;0.2;0.25;15.9;14.0;0.3;0.0;14.3
10.01.2021 13:00;45.1;11.1;0.3;0.25;15.5;13.4;0.3;0.0;15.0
10.01.2021 14:00;44.7;11.5;0.4;0.26;14.7;12.6;0.3;0.0;15.4
10.01.2021 15:00;47.2;11.2;0.3;0.25;13.6;12.0;0.3;0.0;13.8
10.01.2021 16:00;47.3;12.3;0.2;0.26;13.7;11.7;0.3;0.0;14.0
10.01.2021 17:00;44.6;15.1;0.3;0.26;14.4;12.3;0.3;0.0;16.3
10.01.2021 18:00;47.2;13.2;0.2;0.25;14.8;12.6;0.3;0.0;13.8
10.01.2021 19:00;45.5;14.2;0.2;0.26;15.0;13.2;0.3;0.0;14.7
10.01.2021 20:00;40.5;16.2;0.3;0.27;15.8;14.2;0.4;0.0;17.0
10.01.2021 21:00;41.1;16.0;0.2;0.27;16.2;14.4;0.3;0.0;16.7
10.01.2021 22:00;41.7;15.4;0.3;0.26;15.9;14.3;0.3;0.0;16.1
10.01.2021 23:00;42.0;14.1;0.2;0.26;16.9;15.0;0.3;0.0;14.4
11.01.2021 00:00;42.4;13.2;0.2;0.25;16.8;15.3;0.3;0.0;13.5
11.01.2021 01:00;43.9;12.0;0.1;0.25;16.6;15.1;0.3;0.0;12.4
11.01.2021 02:00;45.2;11.1;0.1;0.25;16.5;15.2;0.3;0.0;11.3
11.01.2021 03:00;44.8;11.0;0.1;0.25;16.8;15.5;0.3;0.0;11.3
11.01.2021 04:00;43.4;11.9;0.1;0.25;17.1;15.8;0.3;0.0;12.4
11.01.2021 05:00;42.4;12.5;0.1;0.26;17.4;16.0;0.3;0.0;13.1
11.01.2021 06:00;41.9;13.0;0.1;0.25;18.3;16.6;0.3;0.0;13.6
11.01.2021 07:00;38.6;17.0;0.1;0.26;19.2;17.4;0.4;0.0;18.6
11.01.2021 08:00;39.5;16.8;0.1;0.25;19.3;17.2;0.4;0.0;17.7
11.01.2021 09:00;34.5;22.3;0.1;0.26;20.8;17.6;0.4;0.0;25.8
11.01.2021 10:00;39.7;16.3;0.1;0.26;20.4;17.9;0.4;0.0;18.2
11.01.2021 11:00;39.6;16.8;0.1;0.25;21.7;18.4;0.4;0.0;20.2
11.01.2021 12:00;39.7;16.8;0.1;0.26;21.4;18.3;0.4;0.0;20.4
11.01.2021 13:00;42.3;16.5;0.3;0.26;22.2;18.5;0.4;0.0;20.7
11.01.2021 14:00;40.0;21.2;0.4;0.28;23.0;19.2;0.5;0.1;30.9
11.01.2021 15:00;34.4;27.2;0.5;0.29;25.8;20.5;0.5;0.1;39.2
11.01.2021 16:00;32.0;29.7;0.5;0.29;25.5;20.5;0.5;0.1;40.3
11.01.2021 17:00;24.3;38.2;0.4;0.30;25.7;20.6;0.6;0.1;45.1
11.01.2021 18:00;11.9;50.2;0.6;0.34;27.9;21.5;0.6;0.1;56.5
11.01.2021 19:00;8.1;54.2;1.0;0.38;29.2;23.3;0.8;0.1;66.9
11.01.2021 20:00;2.8;64.4;1.2;0.50;32.6;25.2;1.2;0.1;105.1
11.01.2021 21:00;11.5;51.0;1.2;0.40;30.8;25.1;0.8;0.1;74.7
11.01.2021 22:00;20.3;38.5;0.8;0.32;27.9;23.4;0.6;0.1;40.4
11.01.2021 23:00;21.8;36.7;0.8;0.32;29.0;24.3;0.6;0.1;41.7
12.01.2021 00:00;14.0;43.8;1.0;0.37;30.1;25.2;0.7;0.2;48.3
12.01.2021 01:00;26.9;28.3;1.2;0.29;30.1;26.1;0.5;0.1;29.1
12.01.2021 02:00;27.5;27.1;0.9;0.30;30.8;27.1;0.5;0.1;28.8
12.01.2021 03:00;28.5;27.8;1.0;0.30;29.9;26.1;0.5;0.1;29.4
12.01.2021 04:00;38.4;19.0;0.7;0.26;25.7;22.8;0.4;0.0;19.8
12.01.2021 05:00;35.5;19.6;0.6;0.26;27.9;25.0;0.4;0.0;20.1
12.01.2021 06:00;38.8;19.4;0.7;0.26;27.4;23.1;0.4;0.0;20.1
12.01.2021 07:00;41.1;21.1;0.8;0.24;22.3;19.1;0.3;0.0;21.8
12.01.2021 08:00;43.5;23.7;0.6;0.23;16.5;14.0;0.3;0.0;25.1
12.01.2021 09:00;46.0;24.8;0.6;0.23;14.3;11.1;0.2;0.0;26.4
12.01.2021 10:00;49.0;22.3;0.7;0.22;13.1;10.0;0.2;0.0;24.9
12.01.2021 11:00;49.0;21.8;0.5;0.23;12.9;9.8;0.2;0.0;24.5
12.01.2021 12:00;52.5;20.9;0.5;0.22;11.7;8.2;0.2;0.0;23.7
12.01.2021 13:00;53.0;20.2;0.3;0.23;8.4;6.6;0.2;0.0;23.2
12.01.2021 14:00;39.2;26.5;0.3;0.28;14.6;12.8;0.4;0.1;32.6
12.01.2021 15:00;38.2;26.5;0.2;0.27;13.8;11.9;0.3;0.1;32.8
12.01.2021 16:00;39.7;24.5;0.2;0.27;12.4;10.9;0.3;0.1;28.4
12.01.2021 17:00;41.7;25.4;0.2;0.26;7.9;6.7;0.2;0.1;28.7
12.01.2021 18:00;43.4;26.5;0.2;0.26;5.2;4.3;0.2;0.0;29.9
12.01.2021 19:00;49.7;21.1;0.2;0.24;4.1;3.0;0.1;0.0;23.6
12.01.2021 20:00;52.5;17.8;0.2;0.23;3.2;2.4;0.1;0.0;19.4
12.01.2021 21:00;53.4;16.8;0.2;0.24;2.8;1.9;0.2;0.0;18.8
12.01.2021 22:00;51.3;16.4;0.2;0.24;2.8;2.0;0.2;0.0;18.4
12.01.2021 23:00;49.7;16.4;0.2;0.25;3.0;2.0;0.2;0.0;18.1
13.01.2021 00:00;46.5;17.4;0.2;0.27;2.6;1.8;0.2;0.0;19.0
13.01.2021 01:00;46.1;16.5;0.2;0.26;2.7;1.8;0.1;0.0;18.2
13.01.2021 02:00;43.8;17.5;0.2;0.26;3.2;2.3;0.2;0.0;19.2
13.01.2021 03:00;41.0;18.5;0.2;0.28;3.7;2.8;0.2;0.0;20.1
13.01.2021 04:00;43.4;14.9;0.2;0.24;3.6;2.8;0.1;0.0;15.9
13.01.2021 05:00;40.9;16.9;0.3;0.24;3.5;2.7;0.1;0.0;18.5
13.01.2021 06:00;32.4;26.0;0.3;0.28;3.8;2.8;0.2;0.0;28.8
13.01.2021 07:00;21.9;35.4;0.3;0.27;6.1;4.3;0.2;0.0;40.8
